workerid,proliferate.condition,blank_location,category,internal_node_id,nameType,names,pronouns,response,rt,sentence,stimID,stimType,stimulus,success,time_elapsed,trial_index,trial_type,word_count,error
3860,Pilot,,irb,0.0-0.0,,,,0,3122,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,3126,0,html-button-response,,
3860,Pilot,,,0.0-1.0,,,,,1515,,,,,True,5646,1,fullscreen,,
3860,Pilot,,gameData,0.0-2.0,,"['Paula', 'Nick', 'Miles', 'Mark', 'Patrick', 'Aurora', 'Mia', 'alice', 'John', 'Newal', 'NIa', 'Steve']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,113943,2,madlibs,,
3860,Pilot,,instructions,0.0-3.0,,,,0,15730,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,129675,3,html-button-response,,
3860,Pilot,4,practice,0.0-4.0,,,,example,10437,This is a practice sentence to help you get used to the task.,,,,,146609,4,rsvp,,
3860,Pilot,,instructions,0.0-5.0,,,,0,3232,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,149843,5,html-button-response,,
3860,Pilot,12,,0.0-6.0-0.0,filler,,,influencer ,7631,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,162285,6,rsvp,15,
3860,Pilot,10,,0.0-6.0-0.1,filler,,,Motorcycle ,13276,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,179267,7,rsvp,11,
3860,Pilot,4,,0.0-6.0-0.2,youName,,,Steve,4962,"To win the game, Steve chose the player with the blue tee.",targ_23,symm,,,187850,8,rsvp,12,
3860,Pilot,2,,0.0-6.0-0.3,weName,,,Seth,4528,It was Seth who pursued the thief this morning.,targ_04,reverse_bias,,,195290,9,rsvp,9,
3860,Pilot,6,,0.0-6.0-0.4,weName,,,Aeahandro ,9875,People are going to dance whenever Alejandro plays music.,targ_12,nonreverse,,,208154,10,rsvp,9,
3860,Pilot,2,,0.0-6.0-0.5,weName,,,Katrina ,3197,"Earlier today, Karina treated the tall patient at the hospital.",targ_06,reverse_bias,,,214671,11,rsvp,10,
3860,Pilot,5,,0.0-6.0-0.6,weName,,,Casey,3045,"Even though it was dark, Casey saw the driver last night.",targ_19,symm,,,220888,12,rsvp,11,
3860,Pilot,2,,0.0-6.0-0.7,filler,,,Mother,2670,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,226725,13,rsvp,11,
3860,Pilot,1,,0.0-6.0-0.8,filler,,,message ,6475,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,236102,14,rsvp,9,
3860,Pilot,3,,0.0-6.0-0.9,filler,,,Tuesdays ,55144,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,294357,15,rsvp,10,
3860,Pilot,3,,0.0-6.0-0.10,filler,,,two,4073,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,301710,16,rsvp,11,
3860,Pilot,4,,0.0-6.0-0.11,weName,,,Adrian ,4040,"To help with studying, Adrian quizzed the student.",targ_03,reverse_bias,,,308415,17,rsvp,8,
3860,Pilot,4,,0.0-6.0-0.12,youName,,,Nia,2220,"Coming home last night, Nia pulled the wagon.",targ_16,nonreverse,,,313214,18,rsvp,8,
3860,Pilot,4,,0.0-6.0-0.13,weName,,,Dessire ,4593,"To hide the gold, Desiree buried the treasure.",targ_15,nonreverse,,,320519,19,rsvp,8,
3860,Pilot,2,,0.0-6.0-0.14,youName,,,Newal ,5558,"Feeling bad, Newal fed the tabby cat some food.",targ_05,reverse_bias,,,329273,20,rsvp,9,
3860,Pilot,4,,0.0-6.0-0.15,youName,,,John,1947,"To meet the deadline, John reviewed the paper quickly.",targ_09,nonreverse,,,334012,21,rsvp,9,
3860,Pilot,4,,0.0-6.0-0.16,weName,,,Carly,2353,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,339037,22,rsvp,9,
3860,Pilot,2,,0.0-6.0-0.17,weName,,,Brenda  ,5049,"Last week, Brenda accidentally kissed the neighbor at the party.",targ_17,symm,,,347045,23,rsvp,10,
3860,Pilot,3,,0.0-6.0-0.18,filler,,,cyoada ,36870,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,386597,24,rsvp,8,
3860,Pilot,3,,0.0-6.0-0.19,youName,,,Alice,2286,No one knew Alice loved the puppy so much.,targ_20,symm,,,391812,25,rsvp,9,
3860,Pilot,4,,0.0-6.0-0.20,filler,,,deer,3021,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,397656,26,rsvp,7,
3860,Pilot,6,,0.0-6.0-0.21,filler,,,two,3438,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,404109,27,rsvp,11,
3860,Pilot,1,,0.0-6.0-0.22,filler,,,greeting ,7500,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,427720,28,rsvp,10,
3860,Pilot,4,,0.0-6.0-0.23,filler,,,forgot,3147,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,433939,29,rsvp,10,
3860,Pilot,4,,0.0-6.0-0.24,youName,,,Mia,1768,It was no secret Mia despised the baker.,targ_21,symm,,,438358,30,rsvp,8,
3860,Pilot,4,,0.0-6.0-0.25,youName,,,Aurora ,7617,It was rumored that Aurora ruined the food.,targ_02,reverse_bias,,,448678,31,rsvp,8,
3860,Pilot,1,,0.0-6.0-0.26,filler,,,today,2998,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,454717,32,rsvp,10,
3860,Pilot,4,,0.0-6.0-0.27,weName,,,cotlon ,6793,It was nice of Colton to thank the mean customer.,targ_22,symm,,,464293,33,rsvp,10,
3860,Pilot,11,,0.0-6.0-0.28,filler,,,green,4687,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,472246,34,rsvp,13,
3860,Pilot,5,,0.0-6.0-0.29,youName,,,Patrick ,6563,"Yesterday afternoon, the dog bit Patrick on the leg.",targ_01,reverse_bias,,,481552,35,rsvp,9,
3860,Pilot,1,,0.0-6.0-0.30,filler,,,week,4397,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,489396,36,rsvp,14,
3860,Pilot,5,,0.0-6.0-0.31,filler,,,cried,2860,While Kara bathed the baby cried.,fill_01,garden_path,,,494570,37,rsvp,6,
3860,Pilot,1,,0.0-6.0-0.32,filler,,,rumor,3023,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,500862,38,rsvp,13,
3860,Pilot,1,,0.0-6.0-0.33,filler,,,afternoon,10249,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,513913,39,rsvp,10,
3860,Pilot,3,,0.0-6.0-0.34,weName,,,Devon ,4552,"Wanting good photos, Devon met the photographer in-person.",targ_24,symm,,,521044,40,rsvp,8,
3860,Pilot,4,,0.0-6.0-0.35,filler,,,fish,5835,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,529654,41,rsvp,9,
3860,Pilot,4,,0.0-6.0-0.36,filler,,,dusty ,8769,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,541250,42,rsvp,10,
3860,Pilot,1,,0.0-6.0-0.37,filler,,,rusty,2492,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,546583,43,rsvp,9,
3860,Pilot,2,,0.0-6.0-0.38,youName,,,Mark,2853,Everyone knew Mark hit the red ball that broke the window.,targ_07,reverse_bias,,,552432,44,rsvp,11,
3860,Pilot,3,,0.0-6.0-0.39,youName,,,Miles,2094,It was wild Miles won the race yesterday.,targ_10,nonreverse,,,557035,45,rsvp,8,
3860,Pilot,1,,0.0-6.0-0.40,youName,,,Nick,2155,"Reluctantly, Nick hugged the judge even though they were in court.",targ_18,symm,,,562129,46,rsvp,10,
3860,Pilot,8,,0.0-6.0-0.41,filler,,,sister,2833,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,567914,47,rsvp,11,
3860,Pilot,2,,0.0-6.0-0.42,youName,,,Paula,3840,"This morning, Paula flew the plane in an emergency.",targ_14,nonreverse,,,574355,48,rsvp,9,
3860,Pilot,3,,0.0-6.0-0.43,weName,,,Jake,2040,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,578965,49,rsvp,9,
3860,Pilot,9,,0.0-6.0-0.44,filler,,,weekend,7740,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,589485,50,rsvp,10,
3860,Pilot,4,,0.0-6.0-0.45,weName,,,Dominique ,8026,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,599992,51,rsvp,8,
3860,Pilot,8,,0.0-6.0-0.46,filler,,,Poetry ,11554,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,614461,52,rsvp,10,
3860,Pilot,9,,0.0-6.0-0.47,filler,,,desk,2294,While the student read the notes blew off the desk.,fill_03,garden_path,,,620438,53,rsvp,10,
3860,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '22', 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'No, I do not.', 'education': 'Some college'}",21321,,,,,,641763,54,survey-html-form,,
3860,Pilot,,,0.0-8.0,,,,,,,,,,True,641769,55,fullscreen,,
3860,Pilot,,thanks,0.0-9.0,,,,0,1173,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,642943,56,html-button-response,,
3856,Pilot,,irb,0.0-0.0,,,,0,9344,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,9346,0,html-button-response,,
3856,Pilot,,,0.0-1.0,,,,,1759,,,,,True,12108,1,fullscreen,,
3856,Pilot,,gameData,0.0-2.0,,"['Constance', 'Titus', 'Camille', 'Tristan', 'Angelica', 'Anastasia', 'Marissa', 'Abigail', 'Paolo', 'Giovanni', 'Cyrus', 'Benedict']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,146302,2,madlibs,,
3856,Pilot,,instructions,0.0-3.0,,,,0,13630,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,159933,3,html-button-response,,
3856,Pilot,4,practice,0.0-4.0,,,,meant,7275,This is a practice sentence to help you get used to the task.,,,,,176765,4,rsvp,,
3856,Pilot,,instructions,0.0-5.0,,,,0,2127,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,178893,5,html-button-response,,
3856,Pilot,4,,0.0-6.0-0.0,youName,,,Benedict,4986,It was revealed that Benedict typed the mysterious letter.,targ_13,nonreverse,,,188365,6,rsvp,9,
3856,Pilot,3,,0.0-6.0-0.1,youName,,,Cyrus,6043,No one knew Cyrus loved the puppy so much.,targ_20,symm,,,198222,7,rsvp,9,
3856,Pilot,2,,0.0-6.0-0.2,weName,,,Bethany,4052,Everyone knew Bethany hit the red ball that broke the window.,targ_07,reverse_bias,,,206133,8,rsvp,11,
3856,Pilot,2,,0.0-6.0-0.3,weName,,,Karina,3680,"Earlier today, Karina treated the tall patient at the hospital.",targ_06,reverse_bias,,,213270,9,rsvp,10,
3856,Pilot,1,,0.0-6.0-0.4,weName,,,Gabriela,3466,"Reluctantly, Gabriela hugged the judge even though they were in court.",targ_18,symm,,,220550,10,rsvp,10,
3856,Pilot,4,,0.0-6.0-0.5,weName,,,Colton,3524,It was nice of Colton to thank the mean customer.,targ_22,symm,,,227462,11,rsvp,10,
3856,Pilot,6,,0.0-6.0-0.6,youName,,,Giovanni ,6611,People are going to dance whenever Giovanni plays music.,targ_12,nonreverse,,,237206,12,rsvp,9,
3856,Pilot,4,,0.0-6.0-0.7,youName,,,Paolo,3279,"Coming home last night, Paolo pulled the wagon.",targ_16,nonreverse,,,243478,13,rsvp,8,
3856,Pilot,8,,0.0-6.0-0.8,filler,,,dance,5593,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,252559,14,rsvp,10,
3856,Pilot,4,,0.0-6.0-0.9,weName,,,Desiree,3645,"To hide the gold, Desiree buried the treasure.",targ_15,nonreverse,,,260278,15,rsvp,8,
3856,Pilot,2,,0.0-6.0-0.10,weName,,,Bianca,2765,"This morning, Bianca flew the plane in an emergency.",targ_14,nonreverse,,,266486,16,rsvp,9,
3856,Pilot,1,,0.0-6.0-0.11,filler,,,night,3719,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,274095,17,rsvp,14,
3856,Pilot,6,,0.0-6.0-0.12,filler,,,two,3238,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,280927,18,rsvp,11,
3856,Pilot,1,,0.0-6.0-0.13,filler,,,afternoon,6165,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,290575,19,rsvp,10,
3856,Pilot,4,,0.0-6.0-0.14,filler,,,lobsters,9650,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,303888,20,rsvp,9,
3856,Pilot,5,,0.0-6.0-0.15,youName,,,Abigail,3125,"Even though it was dark, Abigail saw the driver last night.",targ_19,symm,,,310792,21,rsvp,11,
3856,Pilot,5,,0.0-6.0-0.16,weName,,,Miguel,3579,"Yesterday afternoon, the dog bit Miguel on the leg.",targ_01,reverse_bias,,,317728,22,rsvp,9,
3856,Pilot,4,,0.0-6.0-0.17,youName,,,Marissa,3432,"To help with studying, Marissa quizzed the student.",targ_03,reverse_bias,,,324192,23,rsvp,8,
3856,Pilot,4,,0.0-6.0-0.18,filler,,,forgot,4125,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,331752,24,rsvp,10,
3856,Pilot,2,,0.0-6.0-0.19,youName,,,Anastasia,3596,It was Anastasia who pursued the thief this morning.,targ_04,reverse_bias,,,338568,25,rsvp,9,
3856,Pilot,1,,0.0-6.0-0.20,filler,,,message,3028,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,344688,26,rsvp,9,
3856,Pilot,1,,0.0-6.0-0.21,filler,,,greeting,3250,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,351152,27,rsvp,10,
3856,Pilot,5,,0.0-6.0-0.22,filler,,,cried,7757,While Kara bathed the baby cried.,fill_01,garden_path,,,361480,28,rsvp,6,
3856,Pilot,12,,0.0-6.0-0.23,filler,,,influencer,6543,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,372137,29,rsvp,15,
3856,Pilot,4,,0.0-6.0-0.24,filler,,,deer,2549,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,377457,30,rsvp,7,
3856,Pilot,3,,0.0-6.0-0.25,filler,,,coyote,3407,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,383825,31,rsvp,8,
3856,Pilot,4,,0.0-6.0-0.26,youName,,,Angelica,5831,"To meet the deadline, Angelica reviewed the paper quickly.",targ_09,nonreverse,,,392833,32,rsvp,9,
3856,Pilot,11,,0.0-6.0-0.27,filler,,,green,3558,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,400402,33,rsvp,13,
3856,Pilot,4,,0.0-6.0-0.28,weName,,,Dominique,3891,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,407170,34,rsvp,8,
3856,Pilot,8,,0.0-6.0-0.29,filler,,,sister,3509,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,414002,35,rsvp,11,
3856,Pilot,3,,0.0-6.0-0.30,filler,,,two,2837,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,420506,36,rsvp,11,
3856,Pilot,1,,0.0-6.0-0.31,filler,,,rumor,3250,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,427498,37,rsvp,13,
3856,Pilot,3,,0.0-6.0-0.32,weName,,,Shane,5300,It was wild Shane won the race yesterday.,targ_10,nonreverse,,,435986,38,rsvp,8,
3856,Pilot,4,,0.0-6.0-0.33,weName,,,Angelo,2896,It was no secret Angel despised the baker.,targ_21,symm,,,442034,39,rsvp,8,
3856,Pilot,4,,0.0-6.0-0.34,filler,,,truc,6788,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,452122,40,rsvp,10,
3856,Pilot,3,,0.0-6.0-0.35,weName,,,Jake,2514,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,458643,41,rsvp,9,
3856,Pilot,2,,0.0-6.0-0.36,weName,,,Brenda,5765,"Last week, Brenda accidentally kissed the neighbor at the party.",targ_17,symm,,,467707,42,rsvp,10,
3856,Pilot,9,,0.0-6.0-0.37,filler,,,desk,2908,While the student read the notes blew off the desk.,fill_03,garden_path,,,474083,43,rsvp,10,
3856,Pilot,3,,0.0-6.0-0.38,filler,,,Sundays,5063,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,482379,44,rsvp,10,
3856,Pilot,2,,0.0-6.0-0.39,youName,,,Tristan,3284,"Feeling bad, Tristan fed the tabby cat some food.",targ_05,reverse_bias,,,488956,45,rsvp,9,
3856,Pilot,1,,0.0-6.0-0.40,filler,,,today,3345,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,495843,46,rsvp,10,
3856,Pilot,4,,0.0-6.0-0.41,youName,,,Camille,3565,It was rumored that Camille ruined the food.,targ_02,reverse_bias,,,502588,47,rsvp,8,
3856,Pilot,2,,0.0-6.0-0.42,filler,,,mother,2682,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,508772,48,rsvp,11,
3856,Pilot,10,,0.0-6.0-0.43,filler,,,motorcycle,4254,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,516476,49,rsvp,11,
3856,Pilot,4,,0.0-6.0-0.44,youName,,,Titus,2975,"To win the game, Titus chose the player with the blue tee.",targ_23,symm,,,523220,50,rsvp,12,
3856,Pilot,3,,0.0-6.0-0.45,youName,,,Constance,3410,"Wanting good photos, Constance met the photographer in-person.",targ_24,symm,,,529636,51,rsvp,8,
3856,Pilot,1,,0.0-6.0-0.46,filler,,,rusty,2813,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,535445,52,rsvp,9,
3856,Pilot,9,,0.0-6.0-0.47,filler,,,month,3442,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,541973,53,rsvp,10,
3856,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '49', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'A good cognitive exercise, thank you for letting me participate', 'education': 'Hold a higher degree'}",34096,,,,,,576070,54,survey-html-form,,
3856,Pilot,,,0.0-8.0,,,,,,,,,,True,576071,55,fullscreen,,
3856,Pilot,,thanks,0.0-9.0,,,,0,3462,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,579533,56,html-button-response,,
3858,Pilot,,irb,0.0-0.0,,,,0,2733,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,2735,0,html-button-response,,
3858,Pilot,,,0.0-1.0,,,,,1935,,,,,True,5689,1,fullscreen,,
3858,Pilot,,gameData,0.0-2.0,,"['Joe', 'mary', 'jake', 'louis', 'jermaine', 'mike', 'will', 'stacy', 'matt', 'rebecca', 'jane', 'sally']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,62701,2,madlibs,,
3858,Pilot,,instructions,0.0-3.0,,,,0,14947,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,77650,3,html-button-response,,
3858,Pilot,4,practice,0.0-4.0,,,,sentence ,10658,This is a practice sentence to help you get used to the task.,,,,,94164,4,rsvp,,
3858,Pilot,,instructions,0.0-5.0,,,,0,4496,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,98661,5,html-button-response,,
3858,Pilot,4,,0.0-6.0-0.0,weName,,,Adrian,5897,"To help with studying, Adrian quizzed the student.",targ_03,reverse_bias,,,108908,6,rsvp,8,
3858,Pilot,1,,0.0-6.0-0.1,filler,,,afternoon,5490,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,118274,7,rsvp,10,
3858,Pilot,2,,0.0-6.0-0.2,youName,,,sally,3031,Everyone knew Sally hit the red ball that broke the window.,targ_07,reverse_bias,,,125144,8,rsvp,11,
3858,Pilot,2,,0.0-6.0-0.3,weName,,,bianca,3744,"This morning, Bianca flew the plane in an emergency.",targ_14,nonreverse,,,132352,9,rsvp,9,
3858,Pilot,4,,0.0-6.0-0.4,youName,,,jane,2785,"To meet the deadline, Jane reviewed the paper quickly.",targ_09,nonreverse,,,138646,10,rsvp,9,
3858,Pilot,11,,0.0-6.0-0.5,filler,,,blue,4875,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,147342,11,rsvp,13,
3858,Pilot,6,,0.0-6.0-0.6,filler,,,two,3148,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,154235,12,rsvp,11,
3858,Pilot,1,,0.0-6.0-0.7,filler,,,rusty,5905,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,163342,13,rsvp,9,
3858,Pilot,1,,0.0-6.0-0.8,filler,,,ben,10438,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,177194,14,rsvp,10,
3858,Pilot,8,,0.0-6.0-0.9,filler,,,sister,3673,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,184548,15,rsvp,11,
3858,Pilot,12,,0.0-6.0-0.10,filler,,,influencer,4486,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,192981,16,rsvp,15,
3858,Pilot,4,,0.0-6.0-0.11,youName,,,rebecca,3234,It was nice of Rebecca to thank the mean customer.,targ_22,symm,,,199549,17,rsvp,10,
3858,Pilot,3,,0.0-6.0-0.12,weName,,,devon,2905,"Wanting good photos, Devon met the photographer in-person.",targ_24,symm,,,205541,18,rsvp,8,
3858,Pilot,9,,0.0-6.0-0.13,filler,,,desk,3235,While the student read the notes blew off the desk.,fill_03,garden_path,,,211858,19,rsvp,10,
3858,Pilot,4,,0.0-6.0-0.14,youName,,,matt,3152,"To win the game, Matt chose the player with the blue tee.",targ_23,symm,,,218293,20,rsvp,12,
3858,Pilot,4,,0.0-6.0-0.15,weName,,,dominque,6127,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,227067,21,rsvp,8,
3858,Pilot,5,,0.0-6.0-0.16,weName,,,miquel,5485,"Yesterday afternoon, the dog bit Miguel on the leg.",targ_01,reverse_bias,,,235580,22,rsvp,9,
3858,Pilot,4,,0.0-6.0-0.17,filler,,,fish,6232,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,244774,23,rsvp,9,
3858,Pilot,9,,0.0-6.0-0.18,filler,,,day,4416,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,252146,24,rsvp,10,
